词,背景弹幕评论词数,R,背景词数乘R,wiki词数,wiki权重,词库估计词数,R口径,R分子_全tag总量,R分母_样本总量
帮助,3,1.1036720331575072,3.3110160994725213,144,1.0,147.3110160994725,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
版本,1,1.1036720331575072,1.1036720331575072,145,1.0,146.1036720331575,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
照片,0,1.1036720331575072,0.0,144,1.0,144.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
赤井,6,1.1036720331575072,6.622032198945043,137,1.0,143.62203219894505,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
伏特加,15,1.1036720331575072,16.555080497362606,127,1.0,143.5550804973626,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
快斗,9,1.1036720331575072,9.933048298417564,133,1.0,142.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
咖啡厅,0,1.1036720331575072,0.0,142,1.0,142.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
工藤,9,1.1036720331575072,9.933048298417564,132,1.0,141.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
有希子,3,1.1036720331575072,3.3110160994725213,138,1.0,141.3110160994725,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
赤井秀,12,1.1036720331575072,13.244064397890085,128,1.0,141.2440643978901,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
拉面,0,1.1036720331575072,0.0,141,1.0,141.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
绑架,2,1.1036720331575072,2.2073440663150143,138,1.0,140.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
剧内,0,1.1036720331575072,0.0,140,1.0,140.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
对方,4,1.1036720331575072,4.414688132630029,134,1.0,138.41468813263003,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
性格,2,1.1036720331575072,2.2073440663150143,136,1.0,138.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
三系,0,1.1036720331575072,0.0,137,1.0,137.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
物语,0,1.1036720331575072,0.0,137,1.0,137.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
母亲,0,1.1036720331575072,0.0,136,1.0,136.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
千叶,1,1.1036720331575072,1.1036720331575072,134,1.0,135.1036720331575,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
嫌疑人,3,1.1036720331575072,3.3110160994725213,130,1.0,133.3110160994725,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
美和子,1,1.1036720331575072,1.1036720331575072,132,1.0,133.1036720331575,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
小林,6,1.1036720331575072,6.622032198945043,126,1.0,132.62203219894505,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
日常,13,1.1036720331575072,14.347736431047593,118,1.0,132.3477364310476,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
波洛,0,1.1036720331575072,0.0,131,1.0,131.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
大尉,0,1.1036720331575072,0.0,130,1.0,130.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
阿笠,16,1.1036720331575072,17.658752530520115,112,1.0,129.6587525305201,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
外貌,3,1.1036720331575072,3.3110160994725213,126,1.0,129.3110160994725,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
铃木,2,1.1036720331575072,2.2073440663150143,127,1.0,129.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
美的,0,1.1036720331575072,0.0,129,1.0,129.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
高明,3,1.1036720331575072,3.3110160994725213,125,1.0,128.3110160994725,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
孩子,9,1.1036720331575072,9.933048298417564,118,1.0,127.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
光彦,6,1.1036720331575072,6.622032198945043,121,1.0,127.62203219894505,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
二人,2,1.1036720331575072,2.2073440663150143,125,1.0,127.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
新出,2,1.1036720331575072,2.2073440663150143,125,1.0,127.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
红叶,2,1.1036720331575072,2.2073440663150143,125,1.0,127.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
库拉索,1,1.1036720331575072,1.1036720331575072,125,1.0,126.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
洋子,1,1.1036720331575072,1.1036720331575072,125,1.0,126.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
参考资料,0,1.1036720331575072,0.0,125,1.0,125.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
山村,0,1.1036720331575072,0.0,125,1.0,125.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
人际关系,0,1.1036720331575072,0.0,124,1.0,124.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
参加,0,1.1036720331575072,0.0,124,1.0,124.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
公安,2,1.1036720331575072,2.2073440663150143,121,1.0,123.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
片尾曲,2,1.1036720331575072,2.2073440663150143,121,1.0,123.20734406631502,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
通过,4,1.1036720331575072,4.414688132630029,118,1.0,122.41468813263003,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
期间,1,1.1036720331575072,1.1036720331575072,121,1.0,122.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
对决,4,1.1036720331575072,4.414688132630029,117,1.0,121.41468813263003,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
玛丽,3,1.1036720331575072,3.3110160994725213,118,1.0,121.31101609947252,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
九条,0,1.1036720331575072,0.0,121,1.0,121.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
同事,0,1.1036720331575072,0.0,121,1.0,121.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
希子,1,1.1036720331575072,1.1036720331575072,118,1.0,119.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
之一,7,1.1036720331575072,7.72570423210255,110,1.0,117.72570423210254,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
朋友,9,1.1036720331575072,9.933048298417564,107,1.0,116.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
羽田,1,1.1036720331575072,1.1036720331575072,115,1.0,116.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
访问,0,1.1036720331575072,0.0,116,1.0,116.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
目暮,8,1.1036720331575072,8.829376265260057,106,1.0,114.82937626526005,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
单行本,1,1.1036720331575072,1.1036720331575072,113,1.0,114.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
制服,0,1.1036720331575072,0.0,113,1.0,113.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
外守,0,1.1036720331575072,0.0,113,1.0,113.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
灰原哀,19,1.1036720331575072,20.969768629992636,92,1.0,112.96976862999264,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
自杀,5,1.1036720331575072,5.518360165787536,107,1.0,112.51836016578754,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
死亡,4,1.1036720331575072,4.414688132630029,108,1.0,112.41468813263003,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
参与,12,1.1036720331575072,13.244064397890085,99,1.0,112.24406439789009,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
白鸟,1,1.1036720331575072,1.1036720331575072,111,1.0,112.10367203315751,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
用于,0,1.1036720331575072,0.0,112,1.0,112.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
衣着,0,1.1036720331575072,0.0,112,1.0,112.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
子弹,9,1.1036720331575072,9.933048298417564,102,1.0,111.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
怀疑,6,1.1036720331575072,6.622032198945043,104,1.0,110.62203219894505,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
卧底,48,1.1036720331575072,52.97625759156034,55,1.0,107.97625759156034,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
发生,5,1.1036720331575072,5.518360165787536,101,1.0,106.51836016578754,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
真实,3,1.1036720331575072,3.3110160994725213,103,1.0,106.31101609947252,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
来源,0,1.1036720331575072,0.0,106,1.0,106.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
衍生,0,1.1036720331575072,0.0,106,1.0,106.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
生活,7,1.1036720331575072,7.72570423210255,98,1.0,105.72570423210254,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
正式,3,1.1036720331575072,3.3110160994725213,102,1.0,105.31101609947252,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
成为,9,1.1036720331575072,9.933048298417564,95,1.0,104.93304829841756,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
特别,6,1.1036720331575072,6.622032198945043,97,1.0,103.62203219894505,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
逮捕,0,1.1036720331575072,0.0,103,1.0,103.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
京极,10,1.1036720331575072,11.036720331575072,91,1.0,102.03672033157507,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
真纯,0,1.1036720331575072,0.0,102,1.0,102.0,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
遇到,15,1.1036720331575072,16.555080497362606,85,1.0,101.55508049736261,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
首播,3,1.1036720331575072,3.3110160994725213,98,1.0,101.31101609947252,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
同学,4,1.1036720331575072,4.414688132630029,96,1.0,100.41468813263003,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
合作,3,1.1036720331575072,3.3110160994725213,97,1.0,100.31101609947252,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
